order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,status,review_id,review_score,review_creation_date,review_answer_timestamp,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
34513ce0c4fab462a55830c0989c7edb,7711cf624183d843aafe81855097bc37,delivered,2017-07-13 19:58:11,2017-07-13 20:10:08,2017-07-14 18:43:29,2017-07-19 14:04:48,2017-08-08,,,,,,a932e1fddc0c17fc26de56687b48f922,4.0,2017-07-20 00:00:00,2017-07-22 20:11:54,,,,,,,,,,,,,,
82566a660a982b15fb86e904c8d32918,d3e3b74c766bc6214e0c830b17ee2341,delivered,2018-06-07 10:06:19,2018-06-09 03:13:12,2018-06-11 13:29:00,2018-06-19 12:05:52,2018-07-18,e97109680b052ee858d93a539597bba7,35400.0,ouro preto,MG,Active,ed220e853e96b629118a3576e02900b6,5.0,2018-06-20 00:00:00,2018-06-20 15:31:29,,,,,,,,,,,,,,
5ff96c15d0b717ac6ad1f3d77225a350,19402a48fe860416adf93348aba37740,delivered,2018-07-25 17:44:10,2018-07-25 17:55:14,2018-07-26 13:16:00,2018-07-30 15:52:25,2018-08-08,,,,,,346e42116863ea64d51cef464d8f0c9c,5.0,2018-07-31 00:00:00,2018-08-02 21:15:12,,,,,,,,,,,,,,
432aaf21d85167c2c86ec9448c4e42cc,3df704f53d3f1d4818840b34ec672a9f,delivered,2018-03-01 14:14:28,2018-03-01 15:10:47,2018-03-02 21:09:20,2018-03-12 23:36:26,2018-03-21,04cf8185c71090d28baa4407b2e6d600,5271.0,sao paulo,SP,Active,8f39f09c22b1ceb6e3eb178d8e50bb8a,4.0,2018-03-13 00:00:00,2018-03-14 10:36:16,,,,,,,,,,,,,,
dcb36b511fcac050b97cd5c05de84dc3,3b6828a50ffe546942b7a473d70ac0fc,delivered,2018-06-07 19:03:12,2018-06-12 23:31:02,2018-06-11 14:54:00,2018-06-21 15:34:32,2018-07-04,ccafc1c3f270410521c3c6f3b249870f,74820.0,goiania,GO,Active,5a8608437f4b52bec5cd143f37258b5e,5.0,2018-07-03 00:00:00,2018-07-03 15:10:07,,,,,,,,,,,,,,
403b97836b0c04a622354cf531062e5f,738b086814c6fcc74b8cc583f8516ee3,delivered,2018-01-02 19:00:43,2018-01-02 19:09:04,2018-01-03 18:19:09,2018-01-20 01:38:59,2018-02-06,,,,,,,,,,,,,,,,,,,,,,,
116f0b09343b49556bbad5f35bee0cdf,3187789bec990987628d7a9beb4dd6ac,delivered,2017-12-26 23:41:31,2017-12-26 23:50:22,2017-12-28 18:33:05,2018-01-08 22:36:36,2018-01-29,6087cfc70fd833cf2db637a5e6e9d76b,88780.0,imbituba,SC,Active,0c00083494717bc36977eb15ba4bba01,5.0,2018-01-09 00:00:00,2018-01-12 01:09:35,1.0,a47295965bd091207681b541b26e40a5,ea8482cd71df3c1969d7b9473ff13abc,2018-01-02 23:50:22,27.99,15.1,telefonia,60.0,818.0,6.0,300.0,17.0,4.0,12.0
85ce859fd6dc634de8d2f1e290444043,059f7fc5719c7da6cbafe370971a8d70,delivered,2017-11-21 00:03:41,2017-11-21 00:14:22,2017-11-23 21:32:26,2017-11-27 18:28:00,2017-12-11,,,,,,70c498f6918af37d6444d7846449ea5b,5.0,2017-11-28 00:00:00,2017-11-28 22:12:02,,,,,,,,,,,,,,
83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,2017-10-26 15:54:26,2017-10-26 16:08:14,2017-10-26 21:46:53,2017-11-08 22:22:00,2017-11-23,634f09f6075fe9032e6c19609ffe995a,44024.0,feira de santana,BA,Active,219cf59cf889bc85babbd1cd1fe30f2d,4.0,2017-11-09 00:00:00,2017-11-10 01:06:29,,,,,,,,,,,,,,
203096f03d82e0dffbc41ebc2e2bcfb7,d2b091571da224a1b36412c18bc3bbfe,delivered,2017-09-18 14:31:30,2017-09-19 04:04:09,2017-10-06 17:50:03,2017-10-09 22:23:46,2017-09-28,d699688533772c15a061e8ce81cb56df,4001.0,sao paulo,SP,Active,38cae21b1b57a95959440380d5b2ef7a,2.0,2017-10-01 00:00:00,2017-10-01 17:55:21,1.0,5ac9d9e379c606e36a8094a6046f75dc,633ecdf879b94b5337cca303328e4a25,2017-09-25 04:04:09,109.9,8.96,beleza_saude,46.0,2345.0,6.0,525.0,21.0,16.0,13.0
f848643eec1d69395095eb3840d2051e,4fa1cd166fa598be6de80fa84eaade43,delivered,2018-03-15 08:52:40,2018-03-15 09:09:31,2018-03-15 19:52:48,2018-03-19 18:08:32,2018-03-29,68954feaafe4dd638f3bd3e2afa174ec,8473.0,sao paulo,SP,Active,f3d78d82a38fc81f086b0d810edcf3aa,5.0,2018-03-20 00:00:00,2018-03-20 14:35:09,,,,,,,,,,,,,,
2807d0e504d6d4894d41672727bc139f,72ae281627a6102d9b3718528b420f8a,delivered,2018-02-03 20:37:35,2018-02-03 20:50:22,2018-02-05 22:37:28,2018-02-08 16:13:46,2018-02-21,,,,,,e905f4e4e372b175115c1d6c878b5020,3.0,2018-02-09 00:00:00,2018-02-11 21:45:20,1.0,6893767814d1ac82a81bcd365e1cc918,8b321bb669392f5163d04c59e235e066,2018-02-08 20:50:22,9.5,7.78,eletronicos,26.0,511.0,1.0,200.0,25.0,7.0,16.0
95266dbfb7e20354baba07964dac78d5,a166da34890074091a942054b36e4265,delivered,2018-01-08 07:55:29,2018-01-08 08:07:31,2018-01-24 23:16:37,2018-01-26 17:32:38,2018-02-21,,,,,,1d507207ffd8c75b785304b33e2f6c59,4.0,2018-01-27 00:00:00,2018-01-28 11:42:31,,,,,,,,,,,,,,
f3e7c359154d965827355f39d6b1fdac,62b423aab58096ca514ba6aa06be2f98,delivered,2018-08-09 11:44:40,2018-08-10 03:24:51,2018-08-10 12:29:00,2018-08-13 18:24:27,2018-08-17,9c9242ad7f1b52d926ea76778e1c0c57,18052.0,sorocaba,SP,Active,9a55cbc65c8fad47581da5ebbb2b373e,5.0,2018-08-14 00:00:00,2018-08-14 21:52:46,,,,,,,,,,,,,,
fbf9ac61453ac646ce8ad9783d7d0af6,3a874b4d4c4b6543206ff5d89287f0c3,delivered,2018-02-20 23:46:53,2018-02-22 02:30:46,2018-02-26 22:25:22,2018-03-21 22:03:54,2018-03-12,,,,,,6a1a8e54de03ab98e6e8ff56e56e507f,2.0,2018-03-16 00:00:00,2018-03-20 23:10:58,,,,,,,,,,,,,,
acce194856392f074dbf9dada14d8d82,7e20bf5ca92da68200643bda76c504c6,delivered,2018-06-04 00:00:13,2018-06-05 00:35:10,2018-06-05 13:24:00,2018-06-16 15:20:55,2018-07-18,,,,,,2d4303fd561eb4ab51c87faa6598dc10,1.0,2018-06-17 00:00:00,2018-06-20 11:38:22,,,,,,,,,,,,,,
dd78f560c270f1909639c11b925620ea,8b212b9525f9e74e85e37ed6df37693e,delivered,2018-03-12 01:50:26,2018-03-12 03:28:34,2018-03-12 21:06:37,2018-03-21 14:41:50,2018-03-28,f4a7ef6bd931f83d75d83b71c94e90df,13568.0,sao carlos,SP,Active,67904467df350a66376e3a42fbe02139,5.0,2018-03-22 00:00:00,2018-03-25 02:36:39,,,,,,,,,,,,,,
91b2a010e1e45e6ba3d133fa997597be,cce89a605105b148387c52e286ac8335,delivered,2018-05-02 11:45:38,2018-05-03 12:55:01,2018-05-10 16:16:00,2018-05-16 20:56:24,2018-05-23,,,,,,8a4283cd714cfca8f3da98f2c0afce0e,4.0,2018-05-17 00:00:00,2018-05-20 18:45:34,,,,,,,,,,,,,,
ecab90c9933c58908d3d6add7c6f5ae3,761df82feda9778854c6dafdaeb567e4,delivered,2018-02-25 13:50:30,2018-02-25 14:47:35,2018-02-26 22:28:50,2018-03-27 23:29:14,2018-04-13,,,,,,0153550f6dd1a6bdfc334a919622abfb,4.0,2018-03-28 00:00:00,2018-03-29 16:38:11,,,,,,,,,,,,,,
f70a0aff17df5a6cdd9a7196128bd354,456dc10730fbdba34615447ea195d643,delivered,2017-08-10 11:58:33,2017-08-12 02:45:24,2017-08-17 15:35:07,2017-08-18 14:28:02,2017-08-23,,,,,,2f111691fc93df88fc3aa8c2deac61ce,2.0,2017-08-19 00:00:00,2017-08-19 23:46:02,,,,,,,,,,,,,,
1790eea0b567cf50911c057cf20f90f9,52142aa69d8d0e1247ab0cada0f76023,delivered,2018-04-16 21:15:39,2018-04-16 22:10:26,2018-04-18 13:05:09,2018-05-05 12:28:34,2018-05-15,,,,,,764c587207b9589949abd863bdb72dec,1.0,2018-05-06 00:00:00,2018-05-08 23:47:22,1.0,2d8f2be4f08788ee3bf5356af2b2ee6c,d91fb3b7d041e83b64a00a3edfb37e4f,2018-04-22 22:10:26,186.9,38.0,climatizacao,52.0,331.0,4.0,100.0,27.0,13.0,17.0
989225ba6d0ebd5873335f7e01de2ae7,816f8653d5361cbf94e58c33f2502a5c,delivered,2017-12-12 13:56:04,2017-12-14 13:54:13,2017-12-16 00:18:57,2018-01-03 18:03:36,2018-01-08,,,,,,3ee0f16b91a29ca331bbea4f4021b777,4.0,2018-01-04 00:00:00,2018-01-11 15:41:05,,,,,,,,,,,,,,
d887b52c6516beb39e8cd44a5f8b60f7,d9ef95f98d8da3b492bb8c0447910498,delivered,2018-02-03 12:38:58,2018-02-03 12:50:30,2018-02-05 21:26:53,2018-02-22 00:07:55,2018-03-07,,,,,,57be0c4c29a5113d8344db898974b47b,5.0,2018-02-23 00:00:00,2018-02-25 11:39:37,,,,,,,,,,,,,,
b276e4f8c0fb86bd82fce576f21713e0,cf8ffeddf027932e51e4eae73b384059,delivered,2018-07-29 23:34:51,2018-07-29 23:45:15,2018-07-30 14:43:00,2018-07-31 22:48:50,2018-08-06,6cbe8a392b76916e84c2faf69d0d0da0,13454.0,santa barbara d'oeste,SP,Active,e71c2035f3e772a0a2339e001d383d8f,5.0,2018-08-01 00:00:00,2018-08-04 02:05:33,,,,,,,,,,,,,,
8563039e855156e48fccee4d611a3196,5f16605299d698660e0606f7eae2d2f9,delivered,2018-02-17 15:59:46,2018-02-17 16:15:34,2018-02-20 23:03:56,2018-03-20 00:59:25,2018-03-20,,,,,,f121467a10eee0929f364c7d62abc9b5,5.0,2018-03-20 00:00:00,2018-03-23 22:56:05,,,,,,,,,,,,,,
60550084e6b4c0cb89a87df1f3e5ebd9,f5458ddc3545711efa883dd7ae7c4497,delivered,2018-02-21 18:15:12,2018-02-23 02:10:52,2018-02-27 18:52:09,2018-03-13 23:58:43,2018-03-29,,,,,,dc5cb78313de2f9c467da1f72302de04,4.0,2018-03-14 00:00:00,2018-03-16 00:52:33,,,,,,,,,,,,,,
5acce57f8d9dfd55fa48e212a641a69d,295ae9b35379e077273387ff64354b6f,delivered,2017-07-31 21:37:10,2017-08-02 02:56:02,2017-08-03 18:32:48,2017-08-08 21:24:41,2017-08-22,,,,,,d0d8cc7219984cfa3763c891edb27b0b,5.0,2017-08-09 00:00:00,2017-08-10 14:50:36,,,,,,,,,,,,,,
434d158e96bdd6972ad6e6d73ddcfd22,2a1dfb647f32f4390e7b857c67458536,delivered,2018-06-01 12:23:13,2018-06-05 03:35:15,2018-06-08 11:49:00,2018-06-18 21:32:52,2018-07-17,,,,,,b3b4ba30f4ff674b60b53cbb408ad037,5.0,2018-06-19 00:00:00,2018-06-20 00:49:10,,,,,,,,,,,,,,
7206b86ea789983f7a273ea7fa0bc2a8,3391c4bc11a817e7973e498b0b023158,delivered,2018-03-26 17:12:18,2018-03-26 17:28:27,2018-03-28 17:22:53,2018-04-05 22:11:18,2018-04-12,,,,,,5b1625e5b9843840ed3ab3f164eb5e3f,3.0,2018-04-06 00:00:00,2018-04-07 10:32:31,,,,,,,,,,,,,,
1e7aff52cdbb2451ace09d0f848c3699,ddaff536587109b89777e0353215e150,delivered,2017-05-19 18:53:40,2017-05-19 19:05:17,2017-05-22 10:16:07,2017-05-31 13:58:46,2017-06-12,,,,,,dfcc60a0a9bf7470d1acf910bc306e78,5.0,2017-06-01 00:00:00,2017-06-04 23:01:26,1.0,8c591ab0ca519558779df02023177f44,a1043bafd471dff536d0c462352beb48,2017-05-25 19:05:17,119.99,34.2,ferramentas_jardim,47.0,1893.0,1.0,6050.0,20.0,20.0,20.0
6ea2f835b4556291ffdc53fa0b3b95e8,c7340080e394356141681bd4c9b8fe31,delivered,2017-11-24 21:27:48,2017-11-25 00:21:09,2017-12-13 21:14:05,2017-12-28 18:59:23,2017-12-21,,,,,,5caca29ffffe9086162ca51303817420,1.0,2017-12-22 00:00:00,2017-12-28 11:25:32,,,,,,,,,,,,,,
948097deef559c742e7ce321e5e58919,8644be24d48806bc3a88fd59fb47ceb1,delivered,2017-08-04 17:10:39,2017-08-04 17:25:11,2017-08-07 17:52:01,2017-08-12 14:08:40,2017-09-01,,,,,,eba492bfeacda5b918f67f0900030dff,5.0,2017-08-13 00:00:00,2017-08-13 19:57:08,,,,,,,,,,,,,,
d22e9fa5731b9e30e8b27afcdc2f8563,756fb9391752dad934e0fe3733378e57,delivered,2018-08-04 23:25:30,2018-08-04 23:35:13,2018-08-06 15:03:00,2018-08-13 23:34:42,2018-09-13,,,,,,fcecdc18c0d4da82a2327b8b0d6e284a,4.0,2018-08-14 00:00:00,2018-08-15 09:20:30,,,,,,,,,,,,,,
6ebaec694d7025e2ad4a05dba887c032,4f28355e5c17a4a42d3ce2439a1d4501,delivered,2017-05-18 13:55:47,2017-05-18 14:05:17,2017-05-19 12:01:38,2017-05-29 12:47:20,2017-06-09,4acce2834231e13b1514915adda5ec2b,21910.0,rio de janeiro,RJ,Active,590aec3016a098ad236fc59459173f33,1.0,2017-05-30 00:00:00,2017-05-31 13:34:59,,,,,,,,,,,,,,
d17dc4a904426827ca80f2ccb3a6be56,569cf68214806a39acc0f39344aea67f,delivered,2017-05-14 20:28:25,2017-05-14 20:42:45,2017-05-16 08:17:46,2017-05-25 09:14:31,2017-06-12,c2551ea089b7ebbc67a2ea8757152514,44380.0,cruz das almas,BA,Active,bcab37e37778893d858b3d159849a56d,4.0,2017-05-26 00:00:00,2017-06-01 19:10:49,,,,,,,,,,,,,,
25f4376934e13d3508486352e11a5db0,12fd2740039676063a874b9567dfa651,delivered,2018-05-17 16:59:11,2018-05-18 01:17:39,2018-05-18 13:02:00,2018-05-21 15:22:11,2018-05-25,,,,,,ff130b68d99d6cedd7329b13ffbe2f03,5.0,2018-05-22 00:00:00,2018-05-23 15:47:22,1.0,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,2018-05-22 01:17:39,69.9,12.43,moveis_decoracao,44.0,903.0,6.0,2600.0,50.0,10.0,30.0
5820a1100976432c7968a52da59e9364,2b56e94c2f66f2d97cfa63356f69cee8,delivered,2018-07-29 11:24:17,2018-07-29 11:44:19,2018-07-30 13:47:00,2018-08-02 22:09:11,2018-08-13,,,,,,7fe86452ea24bb5085343b5e9d684a3e,5.0,2018-08-03 00:00:00,2018-08-04 14:36:31,,,,,,,,,,,,,,
2ce1ad82022c1ba30c2079502ac725aa,7f2178c5d771e17f507d3c1637339298,delivered,2017-08-09 20:19:05,2017-08-11 04:15:29,2017-08-11 17:52:32,2017-08-16 17:16:44,2017-08-31,,,,,,460b9c05a89088364143d8dec431344b,5.0,2017-08-17 00:00:00,2017-08-20 01:51:14,1.0,f35927953ed82e19d06ad3aac2f06353,669ae81880e08f269a64487cfb287169,2017-08-17 04:15:29,115.0,15.56,livros_interesse_geral,39.0,724.0,1.0,450.0,20.0,20.0,20.0
138849fd84dff2fb4ca70a0a34c4aa1c,9b18f3fc296990b97854e351334a32f6,delivered,2018-02-01 14:02:19,2018-02-03 02:53:07,2018-02-06 19:13:26,2018-02-14 13:41:59,2018-02-23,,,,,,16fe408521a9c6de156276d366356476,5.0,2018-02-15 00:00:00,2018-02-15 17:07:02,1.0,304fad8dc4d2012dc4062839972f2d96,6860153b69cc696d5dcfe1cdaaafcf62,2018-02-08 02:53:07,39.47,13.37,construcao_ferramentas_construcao,59.0,1775.0,2.0,1700.0,16.0,11.0,11.0
47aa4816b27ba60ec948cd019cc1afc1,148348ff65384b4249b762579532e248,delivered,2018-06-26 13:42:52,2018-06-27 08:35:32,2018-06-27 13:20:00,2018-07-03 18:37:46,2018-07-20,db979bdfe0bbba29ecd3df3f6c50bea2,87711.0,paranavai,PR,Active,ab80d532fa8e6408aff60b4fa56566e3,5.0,2018-07-04 00:00:00,2018-07-05 19:17:35,,,,,,,,,,,,,,
9faeb9b2746b9d7526aef5acb08e2aa0,79183cd650e2bb0d475b0067d45946ac,delivered,2018-07-26 14:39:59,2018-07-26 14:55:10,2018-07-27 12:04:00,2018-07-31 22:26:55,2018-08-16,,,,,,25b502beeef8b3aff87449ccdc001f53,1.0,2018-08-01 00:00:00,2018-08-04 02:14:45,,,,,,,,,,,,,,
641fb0752bf5b5940c376b3a8bb9dc52,f5afca14dfa9dc64251cf2b45c54c363,delivered,2017-12-15 00:06:10,2017-12-15 00:14:55,2017-12-19 01:58:00,2018-01-03 15:09:32,2018-01-16,,,,,,ffa0d9ba2678dba5fa370295245f473d,4.0,2018-01-04 00:00:00,2018-01-04 18:29:06,,,,,,,,,,,,,,
e425680f760cbc130be3e53a9773c584,f178c1827f67a8467b0385b7378d951a,delivered,2017-08-31 08:15:24,2017-08-31 08:30:17,2017-08-31 20:06:14,2017-09-04 20:59:55,2017-09-20,,,,,,19ff7f2ec1b7889bc11f85667a22eaa3,5.0,2017-09-05 00:00:00,2017-09-09 12:50:03,,,,,,,,,,,,,,
40c5e18f7d112b59b3e5113a59a905b3,67407057a7d5ee17d1cd09523f484d13,delivered,2018-06-11 10:25:52,2018-06-11 10:58:32,2018-06-14 13:03:00,2018-06-19 00:31:13,2018-07-16,7cfba6e55439cae3fd2479d62fafe67f,22240.0,rio de janeiro,RJ,Active,87bed0b5fb6856c9328d5e60df70546a,5.0,2018-06-20 00:00:00,2018-06-20 13:12:42,,,,,,,,,,,,,,
734e7d1bbaeb2ff82521ca0fe6fb6f79,2932d241d1f31e6df6c701d52370ae02,delivered,2018-06-11 08:18:19,2018-06-11 08:31:50,2018-06-11 14:54:00,2018-06-14 21:32:21,2018-07-05,,,,,,b62fb61e2c54c9f7d8ef6395ad98b858,5.0,2018-07-03 00:00:00,2018-07-12 05:21:13,,,,,,,,,,,,,,
66e4624ae69e7dc89bd50222b59f581f,684fa6da5134b9e4dab731e00011712d,delivered,2018-03-09 14:50:15,2018-03-09 15:40:39,2018-03-15 00:31:19,2018-04-03 13:28:46,2018-04-02,,,,,,4ff7c437ae60fa0b3c700ade55155027,1.0,2018-04-04 00:00:00,2018-04-04 09:31:50,,,,,,,,,,,,,,
a685d016c8a26f71a0bb67821070e398,911e4c37f5cafe1604fe6767034bf1ae,delivered,2017-03-13 18:14:36,2017-03-13 18:14:36,2017-03-22 14:03:09,2017-04-06 13:37:16,2017-03-30,,,,,,19d60869413aa63834affc9ecc9d9f90,1.0,2017-04-02 00:00:00,2017-04-02 10:58:38,,,,,,,,,,,,,,
2edfd6d1f0b4cd0db4bf37b1b224d855,241e78de29b3090cfa1b5d73a8130c72,delivered,2017-06-13 21:11:26,2017-06-15 03:05:45,2017-06-16 14:55:37,2017-06-19 18:51:28,2017-07-06,c63e44efa43f3947087aee96b388d949,4658.0,sao paulo,SP,Active,3fb0e4d9bf232d8801b25896c772b606,5.0,2017-06-22 00:00:00,2017-06-23 00:27:36,1.0,30469bb5ea377eae7121981e2f0778e4,80e6699fe29150b372a0c8a1ebf7dcc8,2017-06-21 03:05:45,113.0,28.15,esporte_lazer,57.0,574.0,4.0,5950.0,20.0,30.0,80.0
68873cf91053cd11e6b49a766db5af1a,4632eb5a8f175f6fe020520ae0c678f3,delivered,2017-11-30 22:02:15,2017-12-02 02:51:18,2017-12-04 22:07:01,2017-12-05 20:28:40,2017-12-18,,,,,,49dc1a77d03e598dbe358fbdd36d602c,4.0,2017-12-15 00:00:00,2017-12-17 19:12:44,,,,,,,,,,,,,,
f346ad4ee8f630e5e4ddaf862a34e6dd,dd5095632e3953fc0947b8ab5176b0be,delivered,2018-08-05 13:09:48,2018-08-05 13:24:34,2018-08-06 13:41:00,2018-08-10 18:35:40,2018-08-15,,,,,,a2564068ec090aa597394b0d29c95e2a,5.0,2018-08-11 00:00:00,2018-08-14 00:34:02,,,,,,,,,,,,,,
8f06cc6465925031568537b815f1198d,9916715c2ab6ee1710c9c32f0a534ad2,delivered,2017-11-15 11:31:41,2017-11-15 11:46:42,2017-11-16 22:03:00,2017-11-22 22:41:07,2017-12-05,,,,,,8e0a281ae19baddf031c724ef1e6321d,5.0,2017-11-28 00:00:00,2017-11-29 00:17:18,,,,,,,,,,,,,,
ccbabeb0b02433bd0fcbac46e70339f2,c77ee2d8ba1614a4d489a44166894938,delivered,2018-02-19 20:31:09,2018-02-21 06:15:25,2018-02-22 21:04:23,2018-03-09 22:22:25,2018-03-13,9c9cef121cb812cb301babddc2d8331e,38067.0,uberaba,MG,Active,8972e42b54449efa29204423f1a9ead7,4.0,2018-03-10 00:00:00,2018-03-11 21:08:38,,,,,,,,,,,,,,
688052146432ef8253587b930b01a06d,81e08b08e5ed4472008030d70327c71f,delivered,2018-04-22 08:48:13,2018-04-24 18:25:22,2018-04-23 19:19:14,2018-04-24 19:31:58,2018-05-15,,,,,,c7862c2b2f4259f9b1173a9c14e737e5,4.0,2018-04-25 00:00:00,2018-04-27 22:09:02,,,,,,,,,,,,,,
f271576bed568e896f99eb710cd3a6f8,5dda11942d4f77bee3a46d71e442aec4,delivered,2018-01-07 21:44:54,2018-01-07 21:51:28,2018-01-10 21:56:09,2018-01-17 20:26:31,2018-02-14,,,,,,c52b2e7eca1856a268a36a9df72a6150,3.0,2018-01-18 00:00:00,2018-01-22 17:08:37,,,,,,,,,,,,,,
686541986ecfb7d9296eb67719973bf0,74805bc388861fa350ed2fade8444e0b,delivered,2018-02-10 13:26:59,2018-02-10 13:35:31,2018-02-14 20:47:38,2018-02-20 22:13:08,2018-03-12,,,,,,17800f818523b736983eab6f130be2e3,4.0,2018-02-21 00:00:00,2018-02-24 02:10:53,,,,,,,,,,,,,,
68e48e68da1f50f7c5838ea75e3a20dd,4afc1dcca5fe8926fc97d60a4497f8ab,delivered,2018-06-18 16:02:23,2018-06-18 17:00:57,2018-06-19 15:55:00,2018-06-22 21:18:51,2018-07-13,,,,,,0047ca502c37fbba9b3a31eeae3fe0c2,5.0,2018-06-23 00:00:00,2018-06-25 12:01:42,,,,,,,,,,,,,,
b52cc4919de82b4d696a4380d10804a3,be8c14c16a4d47194ccdfe10f1fc5b1a,delivered,2018-06-13 13:47:39,2018-06-15 02:37:29,2018-06-15 14:22:00,2018-06-18 22:32:44,2018-06-26,c86a25b8f5f6c203bb3471553bdc3200,13157.0,cosmopolis,SP,Active,b1dafcdfcddb6feb75222b9c1f2baad3,5.0,2018-06-19 00:00:00,2018-06-20 11:07:14,,,,,,,,,,,,,,
fdf128b3630c21adc9ca4fb8a51b68ec,a9d37ddc8ba4d9f6dbac7d8ec378cc95,delivered,2018-07-15 08:33:19,2018-07-16 14:31:10,2018-07-17 15:33:00,2018-07-24 16:41:18,2018-08-02,,,,,,10ce12fd0932585f9da7d600ae851337,3.0,2018-07-25 00:00:00,2018-07-25 20:20:01,,,,,,,,,,,,,,
